id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code
4479,LRCV,large_airport,Craiova International Airport,44.3181,23.888599,626,EU,RO,RO-DJ,Craiova,yes,LRCV,CRA,LRCV,
4480,LRIA,large_airport,IaÅŸi International Airport,47.179633,27.621431,411,EU,RO,RO-IS,IaÅŸi,yes,LRIA,IAS,LRIA,
4481,LROD,large_airport,Oradea International Airport,47.025299,21.9025,465,EU,RO,RO-BH,Oradea,yes,LROD,OMR,LROD,
4482,LROP,large_airport,Bucharest Henri CoandÄƒ International Airport,44.571792,26.103285,314,EU,RO,RO-IF,Otopeni,yes,LROP,OTP,LROP,
4483,LRSB,large_airport,Sibiu International Airport,45.785841,24.086666,1496,EU,RO,RO-SB,Sibiu,yes,LRSB,SBZ,LRSB,
4484,LRSM,medium_airport,Satu Mare International Airport,47.7033,22.8857,405,EU,RO,RO-SM,Satu Mare,yes,LRSM,SUJ,LRSM,
4485,LRSV,large_airport,Suceava È˜tefan cel Mare International Airport,47.6875,26.354099,1375,EU,RO,RO-SV,Suceava,yes,LRSV,SCV,LRSV,
4486,LRTC,medium_airport,Tulcea Danube Delta Airport,45.0625,28.7143,200,EU,RO,RO-TL,Mihail KogÄƒlniceanu,no,LRTC,TCE,LRTC,
4487,LRTM,medium_airport,TÃ¢rgu MureÅŸ Transilvania International Airport,46.467701,24.4125,963,EU,RO,RO-MS,Recea,yes,LRTM,TGM,LRTM,
4488,LRTR,large_airport,TimiÈ™oara Traian Vuia International Airport,45.809898,21.3379,348,EU,RO,RO-TM,TimiÅŸoara,yes,LRTR,TSR,LRTR,
4490,LSGG,large_airport,Geneva International Airport,46.238098,6.10895,1411,EU,CH,CH-GE,Geneva,yes,LSGG,GVA,LSGG,
4492,LSGS,medium_airport,Sion Airport,46.219166,7.326944,1582,EU,CH,CH-VS,Sion,no,LSGS,SIR,LSGS,
4495,LSME,medium_airport,Emmen Air Base,47.092444,8.305184,1400,EU,CH,CH-LU,Emmen,no,LSME,EML,LSME,
4498,LSMP,medium_airport,Payerne Air Base,46.8432,6.91506,1465,EU,CH,CH-FR,Payerne,no,LSMP,VIP,LSMP,
4502,LSZA,medium_airport,Lugano Airport,46.004299,8.91058,915,EU,CH,CH-TI,Agno,yes,LSZA,LUG,LSZA,
4503,LSZB,medium_airport,Bern Airport,46.912736,7.498819,1671,EU,CH,CH-BE,Bern,yes,LSZB,BRN,LSZB,
4505,LSZH,large_airport,ZÃ¼rich Airport,47.458056,8.548056,1417,EU,CH,CH-ZH,Zurich,yes,LSZH,ZRH,LSZH,
4506,LSZR,medium_airport,Sankt Gallen Altenrhein Airport,47.485001,9.56077,1306,EU,CH,CH-SG,St. Gallen,yes,LSZR,ACH,LSZR,
4507,LSZS,medium_airport,Engadin Airport,46.5341,9.88411,5600,EU,CH,CH-GR,Samedan,no,LSZS,SMV,LSZS,
4509,LTAC,large_airport,EsenboÄŸa International Airport,40.128101,32.995098,3125,AS,TR,TR-06,Ankara,yes,LTAC,ESB,LTAC,
4510,LTAD,medium_airport,Etimesgut Air Base,39.94979858,32.68859863,2653,AS,TR,TR-06,Ankara,no,LTAD,ANK,LTAD,
4512,LTAF,large_airport,Adana ÅžakirpaÅŸa Airport,36.982201,35.280399,65,AS,TR,TR-01,Seyhan,yes,LTAF,ADA,LTAF,
4513,LTAG,medium_airport,Ä°ncirlik Air Base,37.002102,35.4259,238,AS,TR,TR-01,SarÄ±Ã§am,no,LTAG,UAB,LTAG,
4514,LTAH,medium_airport,Afyon Air Base,38.726398,30.601101,3310,AS,TR,TR-03,Afyonkarahisar,no,LTAH,AFY,LTAH,
4515,LTAI,large_airport,Antalya International Airport,36.898701,30.800501,177,AS,TR,TR-07,Antalya,yes,LTAI,AYT,LTAI,
4516,LTAJ,large_airport,Gaziantep OÄŸuzeli International Airport,36.947201,37.478699,2315,AS,TR,TR-27,Gaziantep,yes,LTAJ,GZT,LTAJ,
30013,LTAL,medium_airport,Kastamonu Airport,41.314201,33.795799,3520,AS,TR,TR-37,Kastamonu,no,LTAL,KFS,LTAL,
4518,LTAN,large_airport,Konya Airport,37.979,32.561901,3392,AS,TR,TR-42,Konya,yes,LTAN,KYA,LTAN,
30585,LTAS,medium_airport,Zonguldak Ã‡aycuma Airport,41.506401,32.0886,44,AS,TR,TR-67,Zonguldak,yes,LTAS,ONQ,LTAS,
4522,LTAT,medium_airport,Malatya ErhaÃ§ Airport,38.43529892,38.0909996,2828,AS,TR,TR-44,Malatya,yes,LTAT,MLX,LTAT,
4523,LTAU,large_airport,Kayseri Erkilet International Airport,38.770401,35.495399,3463,AS,TR,TR-38,Kayseri,yes,LTAU,ASR,LTAU,
4525,LTAW,medium_airport,Tokat Airport,40.32472,36.39056,1859,AS,TR,TR-60,Tokat,yes,LTAW,TJK,LTAW,
4526,LTAY,medium_airport,Ã‡ardak Airport,37.78559875,29.70129967,2795,AS,TR,TR-20,Denizli,yes,LTAY,DNZ,LTAY,
4527,LTAZ,large_airport,NevÅŸehir Kapadokya Airport,38.7719,34.5345,3100,AS,TR,TR-50,NevÅŸehir,yes,LTAZ,NAV,LTAZ,
4528,LTBA,large_airport,Ä°stanbul AtatÃ¼rk Airport,40.971913,28.823714,163,EU,TR,TR-34,Istanbul(BakÄ±rkÃ¶y),no,LTBA,ISL,LTBA,
4529,LTBF,medium_airport,BalÄ±kesir Airport,39.619301,27.926001,340,AS,TR,TR-10,BalÄ±kesir,yes,LTBF,BZI,LTBF,
4530,LTBG,medium_airport,BandÄ±rma Airport,40.318001,27.977699,170,AS,TR,TR-10,BandÄ±rma,no,LTBG,BDM,LTBG,
4531,LTBH,medium_airport,Ã‡anakkale Airport,40.13769913,26.42679977,23,AS,TR,TR-17,Ã‡anakkale,yes,LTBH,CKZ,LTBH,
4532,LTBI,medium_airport,EskiÅŸehir Air Base,39.7841,30.5821,2581,AS,TR,TR-26,EskiÅŸehir,no,LTBI,ESK,LTBI,
4533,LTBJ,large_airport,Adnan Menderes International Airport,38.2924,27.157,412,AS,TR,TR-35,Gaziemir,yes,LTBJ,ADB,LTBJ,
4535,LTBL,medium_airport,Ã‡iÄŸli Airbase,38.513,27.010099,16,AS,TR,TR-35,Ã‡iÄŸli,no,,IGL,LTBL,
4538,LTBO,medium_airport,UÅŸak Airport,38.681499,29.471701,2897,AS,TR,TR-64,UÅŸak,no,LTBO,USQ,LTBO,
4540,LTBQ,medium_airport,Cengiz Topel Airport,40.735001,30.0833,182,AS,TR,TR-41,Kartepe,no,LTBQ,KCO,LTBQ,
4541,LTBR,medium_airport,Bursa YeniÅŸehir Airport,40.255199,29.562599,764,AS,TR,TR-16,YeniÅŸehir,yes,LTBR,YEI,LTBR,
4542,LTBS,large_airport,Dalaman International Airport,36.7131,28.7925,20,AS,TR,TR-48,Dalaman,yes,LTBS,DLM,LTBS,
4544,LTBU,medium_airport,TekirdaÄŸ Ã‡orlu Airport,41.138199,27.9191,574,EU,TR,TR-59,Ã‡orlu,yes,LTBU,TEQ,LTBU,
4547,LTBY,large_airport,Hasan Polatkan Airport,39.811644,30.519268,2588,AS,TR,TR-26,EskiÅŸehir,yes,LTBY,AOE,LTBY,
4548,LTCA,medium_airport,ElazÄ±ÄŸ Airport,38.597974,39.28348,2927,AS,TR,TR-23,ElazÄ±ÄŸ,yes,LTCA,EZS,LTCA,
44789,LTCB,medium_airport,Orduâ€“Giresun Airport,40.966872,38.085995,11,AS,TR,TR-52,Ordu,yes,LTCB,OGU,LTCB,OGU
4549,LTCC,medium_airport,DiyarbakÄ±r Airport,37.893902,40.201,2251,AS,TR,TR-21,DiyarbakÄ±r,yes,LTCC,DIY,LTCC,
4550,LTCD,medium_airport,Erzincan Airport,39.71020126,39.52700043,3783,AS,TR,TR-24,Erzincan,yes,LTCD,ERC,LTCD,
4551,LTCE,medium_airport,Erzurum International Airport,39.956501,41.1702,5763,AS,TR,TR-25,Erzurum,yes,LTCE,ERZ,LTCE,
4552,LTCF,medium_airport,Kars Airport,40.56219864,43.11500168,5889,AS,TR,TR-36,Kars,yes,LTCF,KSY,LTCF,
4553,LTCG,medium_airport,Trabzon International Airport,40.995098,39.7897,104,AS,TR,TR-61,Trabzon,yes,LTCG,TZX,LTCG,
4555,LTCI,medium_airport,Van Ferit Melen Airport,38.46820068,43.33229828,5480,AS,TR,TR-65,Van,yes,LTCI,VAN,LTCI,
4556,LTCJ,medium_airport,Batman Airport,37.929001,41.1166,1822,AS,TR,TR-72,Batman,yes,LTCJ,BAL,LTCJ,
4557,LTCK,medium_airport,MuÅŸ Airport,38.74779892,41.66120148,4157,AS,TR,TR-49,MuÅŸ,yes,LTCK,MSR,LTCK,
4558,LTCL,medium_airport,Siirt Airport,37.97890091,41.8404007,2001,AS,TR,TR-56,Siirt,no,LTCL,SXZ,LTCL,
30418,LTCM,medium_airport,Sinop Airport,42.018313,35.071774,20,AS,TR,TR-57,Sinop,yes,LTCM,NOP,LTCM,
4559,LTCN,medium_airport,KahramanmaraÅŸ Airport,37.53882599,36.95352173,1723,AS,TR,TR-46,KahramanmaraÅŸ,yes,LTCN,KCM,LTCN,
4560,LTCO,medium_airport,AÄŸrÄ± Airport,39.655642,43.025742,5462,AS,TR,TR-04,AÄŸrÄ±,yes,LTCO,AJI,LTCO,
4561,LTCP,medium_airport,AdÄ±yaman Airport,37.7314,38.468899,2216,AS,TR,TR-02,AdÄ±yaman,yes,LTCP,ADF,LTCP,
4562,LTCR,medium_airport,Mardin Airport,37.22330093,40.63169861,1729,AS,TR,TR-47,Mardin,yes,LTCR,MQM,LTCR,
44491,LTCS,large_airport,ÅžanlÄ±urfa GAP Airport,37.445663,38.895592,2708,AS,TR,TR-63,ÅžanlÄ±urfa,yes,LTCS,GNY,LTCS,
44790,LTCT,medium_airport,IÄŸdÄ±r Airport,39.976627,43.876648,3101,AS,TR,TR-76,IÄŸdÄ±r,yes,LTCT,IGD,LTCT,
316546,LTCV,medium_airport,ÅžÄ±rnak Åžerafettin ElÃ§i Airport,37.3647,42.0582,2038,AS,TR,TR-73,ÅžÄ±rnak,yes,LTCV,NKT,LTCV,
317863,LTCW,medium_airport,Hakkari YÃ¼ksekova Airport,37.5497,44.2381,6400,AS,TR,TR-30,Hakkari,yes,LTCW,YKO,LTCW,
44484,LTDA,medium_airport,Hatay Airport,36.36079,36.285589,269,AS,TR,TR-31,Antakya,yes,LTDA,HTY,LTDA,
324731,LTDB,large_airport,Ã‡ukurova International Airport,36.891478,35.071235,35,AS,TR,TR-33,Tarsus,yes,LTDB,COV,LTDB,
4565,LTFC,medium_airport,SÃ¼leyman Demirel International Airport,37.8554,30.368401,2835,AS,TR,TR-32,Isparta,yes,LTFC,ISE,LTFC,
4566,LTFD,large_airport,BalÄ±kesir Koca Seyit Airport,39.552533,27.010192,50,AS,TR,TR-10,Edremit,yes,LTFD,EDO,LTFD,
4567,LTFE,large_airport,Milas Bodrum International Airport,37.249314,27.66401,21,AS,TR,TR-48,Bodrum,yes,LTFE,BJV,LTFE,
44487,LTFG,medium_airport,GazipaÅŸa-Alanya Airport,36.298832,32.297017,92,AS,TR,TR-07,GazipaÅŸa,yes,LTFG,GZP,LTFG,
4568,LTFH,medium_airport,Samsun-Ã‡arÅŸamba Airport,41.253988,36.567546,18,AS,TR,TR-55,Samsun,yes,LTFH,SZF,LTFH,
4569,LTFJ,large_airport,Istanbul Sabiha GÃ¶kÃ§en International Airport,40.898602,29.3092,312,AS,TR,TR-34,"Pendik, Istanbul",yes,LTFJ,SAW,LTFJ,
317457,LTFM,large_airport,Ä°stanbul Airport,41.274874,28.732136,325,EU,TR,TR-34,Istanbul,yes,LTFM,IST,LTFM,
316329,LTFO,large_airport,Rizeâ€“Artvin Airport,41.179766,40.848802,16,AS,TR,TR-53,Rize,yes,LTFO,RZV,LTFO,
4570,LUBL,medium_airport,BÄƒlÈ›i-Leadoveni International Airport,47.837666,27.781108,758,EU,MD,MD-RS,BÄƒlÈ›i,no,LUBL,BZY,LUBL,
4571,LUKK,large_airport,ChiÅŸinÄƒu International Airport,46.92774,28.931704,399,EU,MD,MD-CU,ChiÅŸinÄƒu,yes,LUKK,RMO,LUKK,
4572,LWOH,large_airport,Ohrid St. Paul the Apostle Airport,41.18,20.7423,2313,EU,MK,MK-003,Ohrid,yes,LWOH,OHD,LWOH,
4573,LWSK,large_airport,Skopje International Airport,41.958087,21.622581,781,EU,MK,MK-008,Ilinden,yes,LWSK,SKP,LWSK,
4574,LXGB,large_airport,Gibraltar Airport,36.151679,-5.34978,12,EU,GI,GI-U-A,Gibraltar,yes,LXGB,GIB,LXGB,
30688,LY-BCQ,medium_airport,Brak Airport,27.653,14.272,1056,AF,LY,LY-SH,Brak,no,,BCQ,,
4610,LYBE,large_airport,Belgrade Nikola Tesla Airport,44.818401,20.309099,335,EU,RS,RS-00,Belgrade,yes,LYBE,BEG,LYBE,
4611,LYBT,medium_airport,Batajnica Air Base,44.935299,20.2575,265,EU,RS,RS-00,Zemun,no,LYBT,BJY,LYBT,
31872,LYKV,medium_airport,Morava Airport,43.817519,20.586662,686,EU,RS,RS-18,Kraljevo,yes,LYKV,KVO,LYKV,
4612,LYNI,large_airport,NiÅ¡ Constantine the Great Airport,43.336538,21.856242,648,EU,RS,RS-20,NiÅ¡,yes,LYNI,INI,LYNI,
4613,LYPG,large_airport,Podgorica Airport / Podgorica Golubovci Airbase,42.359402,19.2519,141,EU,ME,ME-16,Podgorica,yes,LYPG,TGD,LYPG,
4615,LYTV,medium_airport,Tivat Airport,42.404701,18.723301,20,EU,ME,ME-19,Tivat,yes,LYTV,TIV,LYTV,
1649,LYUZ,medium_airport,Ponikve Airport,43.898899,19.697701,2966,EU,RS,RS-16,Stapari,no,LYUZ,UZC,LYUZ,
354840,LZG,medium_airport,Langzhong Gucheng Airport,31.50191,106.034417,1444,AS,CN,CN-51,Nanchong (Langzhong),yes,ZULA,LZG,ZULA,
4617,LZIB,large_airport,M. R. Å tefÃ¡nik Airport,48.1702,17.2127,436,EU,SK,SK-BL,Bratislava,yes,LZIB,BTS,LZIB,
4618,LZKZ,medium_airport,KoÅ¡ice International Airport,48.663101,21.2411,755,EU,SK,SK-KI,KoÅ¡ice,yes,LZKZ,KSC,LZKZ,
4620,LZPP,medium_airport,PieÅ¡Å¥any Airport,48.62519836,17.82839966,545,EU,SK,SK-TA,PieÅ¡Å¥any,no,LZPP,PZY,LZPP,
4621,LZSL,medium_airport,SliaÄ Airport,48.63779831,19.13409996,1043,EU,SK,SK-BC,SliaÄ,yes,LZSL,SLD,LZSL,
4623,LZTT,medium_airport,Poprad-Tatry Airport,49.070994,20.241394,2356,EU,SK,SK-PV,Poprad,yes,LZTT,TAT,LZTT,
4624,LZZI,medium_airport,Å½ilina-DolnÃ½ HriÄov Airport,49.233292,18.613386,1020,EU,SK,SK-ZI,DolnÃ½ HriÄov,no,LZZI,ILZ,LZZI,
4626,MBGT,medium_airport,JAGS McCartney International Airport,21.4445,-71.142303,13,NA,TC,TC-GT,Cockburn Town,yes,MBGT,GDT,MBGT,
4627,MBNC,medium_airport,North Caicos Airport,21.916094,-71.942954,10,NA,TC,TC-NC,North Caicos,yes,MBNC,NCA,MBNC,
4628,MBPV,large_airport,Providenciales International Airport,21.773697,-72.268321,15,NA,TC,TC-PR,Providenciales,yes,MBPV,PLS,MBPV,
4629,MBSC,medium_airport,South Caicos Airport,21.515699,-71.528503,6,NA,TC,TC-SC,South Caicos,yes,MBSC,XSC,MBSC,
4632,MDBH,medium_airport,Maria Montez International Airport,18.25149918,-71.12039948,10,NA,DO,DO-04,Barahona,yes,MDBH,BRX,MDBH,
4633,MDCR,medium_airport,Cabo Rojo Airport,17.92900085,-71.64479828,262,NA,DO,DO-16,Cabo Rojo,no,MDCR,CBJ,MDCR,
30673,MDCY,medium_airport,SamanÃ¡ El Catey International Airport,19.269259,-69.737405,30,NA,DO,DO-20,Samana,yes,MDCY,AZS,MDCY,
4634,MDJB,medium_airport,La Isabela International Airport,18.57250023,-69.98560333,98,NA,DO,DO-01,La Isabela,yes,MDJB,JBQ,MDJB,
4635,MDLR,large_airport,Casa De Campo International Airport,18.452222,-68.911111,213,NA,DO,DO-12,La Romana,yes,MDLR,LRM,MDLR,
4636,MDPC,large_airport,Punta Cana International Airport,18.567093,-68.364558,47,NA,DO,DO-11,Punta Cana,yes,MDPC,PUJ,MDPC,
4637,MDPP,medium_airport,Gregorio Luperon International Airport,19.7579,-70.57,15,NA,DO,DO-18,Puerto Plata,yes,MDPP,POP,MDPP,
4638,MDSD,large_airport,Las AmÃ©ricas International Airport,18.42970085,-69.66889954,59,NA,DO,DO-01,Santo Domingo,yes,MDSD,SDQ,MDSD,
4640,MDST,large_airport,Cibao International Airport,19.40406,-70.604431,565,NA,DO,DO-25,Santiago,yes,MDST,STI,MDST,
4643,MGCB,medium_airport,Coban Airport,15.469,-90.4067,4339,NA,GT,GT-AV,Coban,no,MGCB,CBV,MGCB,
4644,MGGT,large_airport,La Aurora International Airport,14.582896,-90.527515,4952,NA,GT,GT-GU,Guatemala City,yes,MGGT,GUA,MGGT,
4645,MGPB,medium_airport,Puerto Barrios Airport,15.7309,-88.583801,33,NA,GT,GT-IZ,Puerto Barrios,yes,MGPB,PBR,MGPB,
4646,MGRB,medium_airport,Rubelsanto Airport,15.992,-90.445297,426,NA,GT,GT-AV,Rubelsanto,no,MGRB,RUV,MGRB,
4647,MGRT,medium_airport,Retalhuleu Airport,14.521431,-91.697001,656,NA,GT,GT-RE,Retalhuleu,yes,MGRT,RER,MGRT,
4648,MGSJ,medium_airport,San JosÃ© Airport,13.9362,-90.8358,29,NA,GT,GT-ES,Puerto San JosÃ©,no,MGSJ,GSJ,MGSJ,
4649,MGTK,medium_airport,Mundo Maya International Airport,16.913707,-89.866143,427,NA,GT,GT-PE,San Benito,yes,,FRS,MGMM,
4660,MHLC,medium_airport,GolosÃ³n International Airport,15.7425,-86.852997,39,NA,HN,HN-AT,La Ceiba,yes,MHLC,LCE,MHLC,
4661,MHLM,large_airport,RamÃ³n Villeda Morales International Airport,15.4526,-87.923599,91,NA,HN,HN-CR,San Pedro Sula,yes,MHLM,SAP,MHLM,
4662,MHNJ,medium_airport,La Laguna Airport,16.4454,-85.906601,49,NA,HN,HN-IB,Guanaja,yes,MHNJ,GJA,MHNJ,
4663,MHRO,large_airport,Juan Manuel GÃ¡lvez International Airport,16.316799,-86.523003,39,NA,HN,HN-IB,Coxen Hole,yes,MHRO,RTB,MHRO,
4664,MHSC,large_airport,Palmerola International Airport,14.3824,-87.621201,2061,NA,HN,HN-CM,Palmerola,yes,MHPR,XPL,MHPR,
4665,MHTE,medium_airport,Tela Airport,15.7759,-87.4758,7,NA,HN,HN-AT,Tela,no,MHTE,TEA,MHTE,
4666,MHTG,medium_airport,ToncontÃ­n Airport,14.0609,-87.217201,3294,NA,HN,HN-FM,Tegucigalpa,yes,MHTG,TGU,MHTG,
4667,MHTJ,medium_airport,Trujillo Airport,15.926599,-85.938573,3,NA,HN,HN-CL,Trujillo,no,MHTJ,TJI,MHTJ,
4679,MKBS,medium_airport,Ian Fleming International Airport,18.404079,-76.969754,90,NA,JM,JM-05,Boscobel,yes,MKBS,OCJ,MKBS,
4680,MKJP,large_airport,Norman Manley International Airport,17.93569946,-76.78749847,10,NA,JM,JM-01,Kingston,yes,MKJP,KIN,MKJP,
4681,MKJS,large_airport,Sangster International Airport,18.50342,-77.91323,4,NA,JM,JM-08,Montego Bay,yes,MKJS,MBJ,MKJS,
4682,MKKJ,medium_airport,Ken Jones Airport,18.19879913,-76.53450012,20,NA,JM,JM-04,Ken Jones,no,MKKJ,POT,MKKJ,
4683,MKTP,medium_airport,Tinson Pen Airport,17.98859978,-76.82379913,16,NA,JM,JM-02,Tinson Pen,yes,MKTP,KTP,MKTP,
4688,MMAA,large_airport,General Juan N. Ãlvarez International Airport,16.757126,-99.753113,16,NA,MX,MX-GRO,Acapulco,yes,MMAA,ACA,MMAA,
4690,MMAN,medium_airport,Del Norte International Airport,25.865601,-100.237,1476,NA,MX,MX-NLE,Monterrey,no,MMAN,NTR,MMAN,ADN
4691,MMAS,large_airport,Aguascalientes International Airport,21.699589,-102.318372,6112,NA,MX,MX-AGU,Aguascalientes,yes,MMAS,AGU,MMAS,
4692,MMBT,large_airport,BahÃ­as de Huatulco International Airport,15.775437,-96.260456,464,NA,MX,MX-OAX,Huatulco,yes,MMBT,HUX,MMBT,HU1
4693,MMCB,medium_airport,General Mariano Matamoros International Airport,18.833922,-99.261818,4277,NA,MX,MX-MOR,Temixco,no,MMCB,CVJ,MMCB,
43060,MMCC,medium_airport,Ciudad AcuÃ±a International Airport,29.333662,-101.100555,1410,NA,MX,MX-COA,Ciudad AcuÃ±a,no,MMCC,ACN,MMCC,EFN
4694,MMCE,medium_airport,Ciudad del Carmen International Airport,18.651516,-91.799355,10,NA,MX,MX-CAM,Ciudad del Carmen,yes,MMCE,CME,MMCE,
4697,MMCL,large_airport,Bachigualato Federal International Airport,24.76504,-107.475228,108,NA,MX,MX-SIN,CuliacÃ¡n,yes,MMCL,CUL,MMCL,
4698,MMCM,medium_airport,Chetumal International Airport,18.504985,-88.328018,39,NA,MX,MX-ROO,Chetumal,yes,MMCM,CTM,MMCM,
4699,MMCN,medium_airport,Ciudad ObregÃ³n International Airport,27.39259911,-109.8330002,243,NA,MX,MX-SON,Ciudad ObregÃ³n,yes,MMCN,CEN,MMCN,
4700,MMCP,medium_airport,Ingeniero Alberto AcuÃ±a Ongay International Airport,19.815969,-90.500125,34,NA,MX,MX-CAM,Campeche,yes,MMCP,CPE,MMCP,
4701,MMCS,large_airport,Abraham GonzÃ¡lez International Airport,31.636673,-106.428533,3904,NA,MX,MX-CHH,Ciudad JuÃ¡rez,yes,MMCS,CJS,MMCS,
4703,MMCU,large_airport,General Roberto Fierro Villalobos International Airport,28.702649,-105.963764,4462,NA,MX,MX-CHH,Chihuahua,yes,MMCU,CUU,MMCU,
4704,MMCV,medium_airport,General Pedro Jose Mendez International Airport,23.7033,-98.956497,761,NA,MX,MX-TAM,Ciudad Victoria,yes,MMCV,CVM,MMCV,
4705,MMCY,medium_airport,Captain Rogelio Castillo National Airport,20.545998,-100.886539,5709,NA,MX,MX-GUA,Celaya,no,MMCY,CYW,MMCY,CYA
4706,MMCZ,large_airport,Cozumel International Airport,20.514922,-86.928538,15,NA,MX,MX-ROO,Cozumel,yes,MMCZ,CZM,MMCZ,
4707,MMDO,medium_airport,General Guadalupe Victoria International Airport,24.125468,-104.527938,6104,NA,MX,MX-DUR,Durango,yes,MMDO,DGO,MMDO,
4708,MMEP,medium_airport,Amado Nervo National Airport,21.419833,-104.842472,3020,NA,MX,MX-NAY,Tepic,yes,MMEP,TPQ,MMEP,TNY
4709,MMES,medium_airport,Ensenada International Airport / El CiprÃ©s Air Base,31.794516,-116.602384,66,NA,MX,MX-BCN,Ensenada,no,MMES,ESE,MMES,ENS
4710,MMGL,large_airport,Guadalajara International Airport,20.523342,-103.310108,5016,NA,MX,MX-JAL,Guadalajara,yes,MMGL,GDL,MMGL,GDL
4711,MMGM,medium_airport,General JosÃ© MarÃ­a YÃ¡Ã±ez International Airport,27.96899986,-110.9250031,59,NA,MX,MX-SON,Guaymas,yes,MMGM,GYM,MMGM,
4713,MMHO,large_airport,General Ignacio L. Pesqueira International Airport,29.092811,-111.053015,627,NA,MX,MX-SON,Hermosillo,yes,MMHO,HMO,MMHO,
4714,MMIA,medium_airport,Licenciado Miguel de la Madrid International Airport,19.277,-103.577002,2467,NA,MX,MX-COL,Colima,yes,MMIA,CLQ,MMIA,COL
4716,MMIO,medium_airport,Plan de Guadalupe International Airport,25.53786,-100.928346,4778,NA,MX,MX-COA,Saltillo,yes,MMIO,SLW,MMIO,
4717,MMIT,medium_airport,General Antonio CÃ¡rdenas RodrÃ­guez National Airport / Ixtepec Air Base,16.445961,-95.093708,164,NA,MX,MX-OAX,Ixtepec,yes,MMIT,IZT,MMIT,
4718,MMJA,medium_airport,El Lencero Airport,19.475107,-96.797008,3127,NA,MX,MX-VER,Emiliano Zapata,no,MMJA,JAL,MMJA,
4720,MMLC,medium_airport,LÃ¡zaro CÃ¡rdenas Airport,18.001672,-102.220316,39,NA,MX,MX-MIC,LÃ¡zaro CÃ¡rdenas,no,MMLC,LZC,MMLC,
4721,MMLM,medium_airport,Valle del Fuerte International Airport,25.685503,-109.081159,16,NA,MX,MX-SIN,Los Mochis,yes,MMLM,LMM,MMLM,
4722,MMLO,large_airport,Guanajuato International Airport,20.992695,-101.480284,5956,NA,MX,MX-GUA,Silao,yes,MMLO,BJX,MMLO,BJ1
4723,MMLP,medium_airport,Manuel MÃ¡rquez de LeÃ³n International Airport,24.072331,-110.362662,69,NA,MX,MX-BCS,La Paz,yes,MMLP,LAP,MMLP,
4724,MMLT,large_airport,Loreto International Airport,25.989549,-111.348408,34,NA,MX,MX-BCS,Loreto,yes,MMLT,LTO,MMLT,
4725,MMMA,medium_airport,General Servando Canales International Airport,25.76989937,-97.52529907,25,NA,MX,MX-TAM,Matamoros,yes,MMMA,MAM,MMMA,
4726,MMMD,large_airport,Manuel Crescencio RejÃ³n International Airport,20.930485,-89.645462,38,NA,MX,MX-YUC,MÃ©rida,yes,MMMD,MID,MMMD,
4727,MMML,medium_airport,General Rodolfo SÃ¡nchez Taboada International Airport,32.630629,-115.242805,74,NA,MX,MX-BCN,Mexicali,yes,MMML,MXL,MMML,M1L
4728,MMMM,large_airport,General Francisco J. Mujica International Airport,19.849899,-101.025002,6033,NA,MX,MX-MIC,Morelia,yes,MMMM,MLM,MMMM,
4729,MMMT,medium_airport,MinatitlÃ¡n/Coatzacoalcos International Airport,18.103399,-94.580704,36,NA,MX,MX-VER,Cosoleacaque,yes,MMMT,MTT,MMMT,
4730,MMMV,medium_airport,Monclova International Airport,26.9557,-101.470001,1864,NA,MX,MX-COA,Monclova,no,MMMV,LOV,MMMV,MOV
4731,MMMX,large_airport,Mexico City Benito JuÃ¡rez International Airport,19.435822,-99.07033,7316,NA,MX,MX-DIF,Mexico City,yes,MMMX,MEX,MMMX,ME1
4732,MMMY,large_airport,Monterrey International Airport,25.778521,-100.106989,1278,NA,MX,MX-NLE,Monterrey,yes,MMMY,MTY,MMMY,
4733,MMMZ,large_airport,General Rafael Buelna International Airport,23.162823,-106.264517,38,NA,MX,MX-SIN,MazatlÃ n,yes,MMMZ,MZT,MMMZ,
4734,MMNG,medium_airport,Nogales International Airport,31.225756,-110.976934,3990,NA,MX,MX-SON,Nogales,no,MMNG,NOG,MMNG,
4735,MMNL,medium_airport,QuetzalcÃ³atl International Airport,27.443899,-99.570503,484,NA,MX,MX-TAM,Nuevo Laredo,yes,MMNL,NLD,MMNL,
4736,MMOX,large_airport,XoxocotlÃ¡n International Airport,16.998773,-96.726092,4989,NA,MX,MX-OAX,Oaxaca,yes,MMOX,OAX,MMOX,
4737,MMPA,medium_airport,El TajÃ­n National Airport,20.60269928,-97.46080017,497,NA,MX,MX-VER,Poza Rica,yes,MMPA,PAZ,MMPA,
4738,MMPB,large_airport,Hermanos SerdÃ¡n International Airport,19.158465,-98.371582,7361,NA,MX,MX-PUE,Puebla,yes,MMPB,PBC,MMPB,
4741,MMPG,medium_airport,Piedras Negras International Airport,28.627873,-100.53524,901,NA,MX,MX-COA,Piedras Negras,yes,MMPG,PDS,MMPG,PNG
4742,MMPN,medium_airport,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,19.3967,-102.039001,5258,NA,MX,MX-MIC,Uruapan,yes,MMPN,UPN,MMPN,
